Gesture,WRIST_X,WRIST_Y,THUMB_CMC_X,THUMB_CMC_Y,THUMB_MCP_X,THUMB_MCP_Y,THUMB_IP_X,THUMB_IP_Y,THUMB_TIP_X,THUMB_TIP_Y,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,PINKY_MCP_X,PINKY_MCP_Y,PINKY_PIP_X,PINKY_PIP_Y,PINKY_DIP_X,PINKY_DIP_Y,PINKY_TIP_X,PINKY_TIP_Y
Palm_Open,0.3911267817020416,0.8341349363327026,0.4545444846153259,0.7876634001731873,0.48990386724472046,0.6800485849380493,0.4953038692474365,0.5734840631484985,0.49684128165245056,0.4919328987598419,0.4552452266216278,0.5312080383300781,0.4599524736404419,0.41472482681274414,0.4596489667892456,0.3409011960029602,0.458365261554718,0.2810642719268799,0.41819995641708374,0.5194218754768372,0.42584678530693054,0.38845160603523254,0.4269387722015381,0.309032142162323,0.4296765923500061,0.23827382922172546,0.38229015469551086,0.5305035710334778,0.39035463333129883,0.4089807868003845,0.3953040540218353,0.3355841040611267,0.4024951756000519,0.2767384350299835,0.3442760407924652,0.5599837303161621,0.3526589870452881,0.4634092450141907,0.35972678661346436,0.4035385251045227,0.36853939294815063,0.3523348867893219
Palm_Open,0.39189818501472473,0.8455362319946289,0.45640239119529724,0.793364405632019,0.4941140413284302,0.6830251812934875,0.499105840921402,0.5751897692680359,0.4998680055141449,0.496535062789917,0.45735400915145874,0.5393832921981812,0.462068647146225,0.4192153811454773,0.4610052704811096,0.34604188799858093,0.459311842918396,0.28363537788391113,0.42151230573654175,0.5261235237121582,0.4290390908718109,0.3907471299171448,0.42997369170188904,0.3096293807029724,0.43197131156921387,0.23616909980773926,0.38617751002311707,0.5355678200721741,0.39551132917404175,0.4079350531101227,0.40246880054473877,0.3318796753883362,0.41084691882133484,0.26697269082069397,0.3492799401283264,0.5641658306121826,0.3565754294395447,0.46373337507247925,0.3636667728424072,0.4036114811897278,0.37189462780952454,0.347746878862381
Palm_Open,0.3941631317138672,0.8493186235427856,0.4583304524421692,0.7952220439910889,0.49729111790657043,0.6861579418182373,0.5026544332504272,0.577975869178772,0.49945777654647827,0.4982943832874298,0.4610306918621063,0.5386126041412354,0.46513232588768005,0.4174460470676422,0.46364879608154297,0.34388697147369385,0.4612535834312439,0.2821725904941559,0.42490488290786743,0.5266680121421814,0.43097636103630066,0.38925033807754517,0.4311492443084717,0.3084964156150818,0.4323708117008209,0.23671576380729675,0.3890540599822998,0.5378803014755249,0.397754967212677,0.40959715843200684,0.40374091267585754,0.33477720618247986,0.4111447334289551,0.2727472186088562,0.3518204092979431,0.568440318107605,0.35886943340301514,0.4687240719795227,0.3654839098453522,0.407789409160614,0.37339073419570923,0.35187220573425293
Palm_Open,0.3959031105041504,0.8541830778121948,0.4605949819087982,0.8002057075500488,0.5011907815933228,0.6890931129455566,0.5070717930793762,0.5787369012832642,0.5030295848846436,0.4965701997280121,0.4640325903892517,0.541843831539154,0.46857941150665283,0.423002153635025,0.46664729714393616,0.350391685962677,0.46402931213378906,0.2890579402446747,0.42786499857902527,0.528672456741333,0.4347003698348999,0.39191508293151855,0.43484997749328613,0.3110874593257904,0.43626946210861206,0.23778751492500305,0.39212894439697266,0.5394081473350525,0.40111351013183594,0.4109930992126465,0.40734726190567017,0.33542779088020325,0.4150397777557373,0.271862268447876,0.35486316680908203,0.5702751874923706,0.36174124479293823,0.468799889087677,0.3685324490070343,0.40774697065353394,0.3767160177230835,0.35148757696151733
Palm_Open,0.39777809381484985,0.8566418886184692,0.4623359739780426,0.8011586666107178,0.5020131468772888,0.6893934011459351,0.5077210664749146,0.5795406103134155,0.5057671070098877,0.4982755184173584,0.4660334289073944,0.5440579056739807,0.4704866409301758,0.42413613200187683,0.4695107936859131,0.350837767124176,0.4677996039390564,0.28844982385635376,0.430316686630249,0.5311311483383179,0.43745604157447815,0.3933439552783966,0.43825963139533997,0.31253495812416077,0.44014716148376465,0.23970553278923035,0.3946584165096283,0.541782021522522,0.40384361147880554,0.41119086742401123,0.4103282392024994,0.33484095335006714,0.418266236782074,0.2707899510860443,0.35699671506881714,0.5722304582595825,0.36436325311660767,0.4705791473388672,0.37154892086982727,0.40864044427871704,0.38023892045021057,0.3513546884059906
Palm_Open,0.3978315591812134,0.8575398921966553,0.4635990858078003,0.8016337156295776,0.502214252948761,0.6894874572753906,0.5078786611557007,0.5797914862632751,0.5072770118713379,0.49831441044807434,0.46638888120651245,0.5419260263442993,0.47062695026397705,0.42368242144584656,0.4697892665863037,0.35149502754211426,0.46831315755844116,0.28970980644226074,0.4303117096424103,0.5293183922767639,0.437569260597229,0.3924092650413513,0.43838125467300415,0.3128054141998291,0.4404730796813965,0.2411954700946808,0.39460012316703796,0.5406308770179749,0.40376007556915283,0.41031613945961,0.410281777381897,0.3354266881942749,0.41822507977485657,0.2717925012111664,0.3572286367416382,0.5715510845184326,0.3647429943084717,0.4704902768135071,0.37238892912864685,0.4097898006439209,0.38151636719703674,0.35299110412597656
Palm_Open,0.39939793944358826,0.8571673631668091,0.46494051814079285,0.8008561134338379,0.5028569102287292,0.689706027507782,0.5077458024024963,0.5808797478675842,0.5080468654632568,0.49913763999938965,0.4672199785709381,0.5408232808113098,0.47126612067222595,0.42316168546676636,0.46988213062286377,0.35140836238861084,0.4678294062614441,0.28982648253440857,0.43122154474258423,0.5280109643936157,0.4385945796966553,0.39088040590286255,0.4391880929470062,0.3113175332546234,0.44106999039649963,0.23944777250289917,0.395453542470932,0.5394447445869446,0.4046342074871063,0.4090028703212738,0.41117334365844727,0.33409732580184937,0.41908320784568787,0.2703058123588562,0.35764604806900024,0.5714230537414551,0.36521482467651367,0.47024139761924744,0.37298187613487244,0.4094984531402588,0.38214311003685,0.35257190465927124
Palm_Open,0.39990442991256714,0.8548588752746582,0.46512576937675476,0.7973192930221558,0.5032033920288086,0.6875386238098145,0.5081081390380859,0.5799033641815186,0.5067510008811951,0.49898838996887207,0.4680214524269104,0.5403149724006653,0.471878319978714,0.4230874180793762,0.4704175889492035,0.35145890712738037,0.4682276248931885,0.28998488187789917,0.43182188272476196,0.5273250937461853,0.43886664509773254,0.38996195793151855,0.43916505575180054,0.3100705146789551,0.4408157765865326,0.23790720105171204,0.3959934413433075,0.5381762981414795,0.4048830568790436,0.4078143835067749,0.4112076163291931,0.33267420530319214,0.41892707347869873,0.2681771516799927,0.35812699794769287,0.5689239501953125,0.3655471205711365,0.46752405166625977,0.3732853829860687,0.4071219563484192,0.38248661160469055,0.35009682178497314
Palm_Open,0.39943253993988037,0.8540447950363159,0.46466028690338135,0.7984524965286255,0.5038297176361084,0.6881846785545349,0.5085520148277283,0.579616367816925,0.5055240988731384,0.4984095096588135,0.46828988194465637,0.5383098125457764,0.4714434742927551,0.4198961853981018,0.4693174958229065,0.34798896312713623,0.4664459228515625,0.2868459224700928,0.4315321445465088,0.5259141325950623,0.43855124711990356,0.3882930874824524,0.4382733106613159,0.3090360164642334,0.4393923580646515,0.23740768432617188,0.39547646045684814,0.5379571914672852,0.4046524167060852,0.4076623320579529,0.41047611832618713,0.3333214521408081,0.4178030788898468,0.26977479457855225,0.3577907681465149,0.5698164105415344,0.3655974268913269,0.46838897466659546,0.37320515513420105,0.40778741240501404,0.3823089599609375,0.35052481293678284
Palm_Open,0.4005126953125,0.8541954755783081,0.4658133089542389,0.7972911596298218,0.5041154623031616,0.6864372491836548,0.5081813931465149,0.5776302814483643,0.5058900117874146,0.4951900839805603,0.4686019718647003,0.5381801128387451,0.4716418385505676,0.41989725828170776,0.46916550397872925,0.3479667603969574,0.4660850763320923,0.2864448130130768,0.43165281414985657,0.5256651043891907,0.438911497592926,0.3871493339538574,0.43835189938545227,0.30654817819595337,0.4392106533050537,0.23379555344581604,0.3952784240245819,0.5380281209945679,0.4047917425632477,0.40623170137405396,0.4107028543949127,0.3299722671508789,0.418216347694397,0.26469501852989197,0.3572086989879608,0.570756733417511,0.36527812480926514,0.4683777689933777,0.3732234835624695,0.40736865997314453,0.3827643394470215,0.3499450087547302
